row_type,label,value,extra
history,2025-03-10,604.12,781.96
history,2025-03-11,637.72,827.03
history,2025-03-12,643.55,835.7
history,2025-03-13,625.93,812.32
history,2025-03-14,666.53,865.83
history,2025-03-15,676.73,878.41
history,2025-03-16,638.67,829.22
history,2025-03-17,650.03,843.78
history,2025-03-18,637.94,826.75
history,2025-03-19,683.97,885.47
history,2025-03-20,649.52,841.19
history,2025-03-21,651.91,844.83
history,2025-03-22,652.09,844.35
history,2025-03-23,670.98,869.81
history,2025-03-24,703.5,910.72
history,2025-03-25,713.02,923.45
history,2025-03-26,688.45,893.1
history,2025-03-27,692.35,898.65
history,2025-03-28,653.92,850.2
history,2025-03-29,632.36,823.19
history,2025-03-30,631.43,822.53
history,2025-03-31,632.51,823.48
history,2025-04-01,646.68,841.05
history,2025-04-02,608.44,793.08
history,2025-04-03,607.92,792.15
history,2025-04-04,628.51,819.59
history,2025-04-05,619.13,807.44
history,2025-04-06,553.59,726.13
history,2025-04-07,559.01,734.79
history,2025-04-08,546.13,718.65
history,2025-04-09,609.43,799.04
history,2025-04-10,578.59,761.8
history,2025-04-11,616.56,812.64
history,2025-04-12,658.27,865.73
history,2025-04-13,641.47,844.26
history,2025-04-14,646.35,850.36
history,2025-04-15,633.48,834.12
history,2025-04-16,651.24,857.94
history,2025-04-17,663.94,875.01
history,2025-04-18,661.14,870.77
history,2025-04-19,681.99,897.56
history,2025-04-20,674.91,889.34
history,2025-04-21,675.82,892.66
history,2025-04-22,732.81,965.18
history,2025-04-23,742.46,976.56
history,2025-04-24,746.07,982.4
history,2025-04-25,743.45,979.0
history,2025-04-26,738.85,971.68
history,2025-04-27,732.78,964.1
history,2025-04-28,733.94,966.37
history,2025-04-29,727.94,957.99
history,2025-04-30,731.7,963.02
history,2025-05-01,748.24,984.73
history,2025-05-02,739.83,973.98
history,2025-05-03,733.36,965.06
history,2025-05-04,720.1,947.46
history,2025-05-05,730.34,960.74
history,2025-05-06,734.56,968.03
history,2025-05-07,736.42,970.76
history,2025-05-08,815.75,1064.76
history,2025-05-09,848.68,1102.43
history,2025-05-10,874.72,1129.16
history,2025-05-11,856.19,1107.16
history,2025-05-12,857.29,1108.07
history,2025-05-13,897.7,1155.16
history,2025-05-14,870.12,1121.26
history,2025-05-15,843.07,1088.45
history,2025-05-16,836.67,1080.29
history,2025-05-17,829.7,1073.17
history,2025-05-18,863.46,1118.91
history,2025-05-19,839.15,1085.44
history,2025-05-20,846.79,1096.52
history,2025-05-21,870.72,1128.97
history,2025-05-22,897.89,1161.91
history,2025-05-23,865.69,1121.46
history,2025-05-24,874.22,1132.82
history,2025-05-25,876.24,1135.67
history,2025-05-26,874.66,1133.49
history,2025-05-27,882.89,1140.28
history,2025-05-28,865.58,1116.09
history,2025-05-29,841.17,1084.36
history,2025-05-30,800.45,1033.72
history,2025-05-31,803.06,1037.65
history,2025-06-01,809.12,1046.09
history,2025-06-02,808.92,1043.45
history,2025-06-03,802.11,1034.72
history,2025-06-04,794.5,1023.7
history,2025-06-05,753.4,974.59
history,2025-06-06,771.98,998.84
history,2025-06-07,783.22,1012.67
history,2025-06-08,790.81,1023.27
history,2025-06-09,833.49,1076.26
history,2025-06-10,850.23,1093.28
history,2025-06-11,832.71,1070.65
history,2025-06-12,796.2,1025.29
history,2025-06-13,780.62,1007.73
history,2025-06-14,765.2,988.81
history,2025-06-15,792.61,1024.12
history,2025-06-16,788.44,1019.89
history,2025-06-17,772.79,998.84
history,2025-06-18,769.07,993.72
history,2025-06-19,771.0,996.17
history,2025-06-20,742.01,961.46
history,2025-06-21,720.22,936.08
history,2025-06-22,703.83,916.33
history,2025-06-23,762.59,989.53
history,2025-06-24,767.95,995.94
history,2025-06-25,761.61,989.76
history,2025-06-26,745.88,969.05
history,2025-06-27,756.81,983.12
history,2025-06-28,786.49,1021.51
history,2025-06-29,798.82,1036.1
history,2025-06-30,800.53,1037.86
history,2025-07-01,769.33,998.99
history,2025-07-02,797.96,1032.82
history,2025-07-03,800.67,1036.26
history,2025-07-04,779.66,1010.58
history,2025-07-05,779.89,1010.72
history,2025-07-06,797.52,1032.54
history,2025-07-07,784.85,1016.31
history,2025-07-08,797.98,1031.31
history,2025-07-09,825.32,1063.2
history,2025-07-10,862.42,1108.57
history,2025-07-11,861.63,1108.64
history,2025-07-12,853.71,1098.8
history,2025-07-13,859.63,1106.73
history,2025-07-14,865.82,1113.93
history,2025-07-15,870.77,1114.17
history,2025-07-16,911.71,1159.91
history,2025-07-17,922.7,1170.85
history,2025-07-18,927.43,1173.39
history,2025-07-19,927.55,1171.82
history,2025-07-20,945.77,1189.12
history,2025-07-21,994.4,1252.47
history,2025-07-22,1031.54,1303.41
history,2025-07-23,971.79,1228.87
history,2025-07-24,950.02,1197.37
history,2025-07-25,963.02,1213.04
history,2025-07-26,957.81,1205.98
history,2025-07-27,977.29,1227.71
history,2025-07-28,951.12,1195.58
history,2025-07-29,947.25,1190.32
history,2025-07-30,935.32,1174.16
history,2025-07-31,910.47,1144.18
history,2025-08-01,867.92,1094.34
history,2025-08-02,849.0,1072.52
history,2025-08-03,866.89,1093.38
history,2025-08-04,899.7,1128.79
history,2025-08-05,877.07,1102.44
history,2025-08-06,894.47,1123.21
history,2025-08-07,930.22,1163.42
history,2025-08-08,935.52,1166.23
history,2025-08-09,953.6,1180.47
history,2025-08-10,968.05,1201.85
history,2025-08-11,939.68,1165.41
history,2025-08-12,1009.04,1243.77
history,2025-08-13,1052.49,1296.91
history,2025-08-14,1006.65,1240.77
history,2025-08-15,978.86,1207.71
history,2025-08-16,992.11,1225.55
history,2025-08-17,998.01,1231.5
history,2025-08-18,964.1,1192.19
history,2025-08-19,927.38,1150.27
history,2025-08-20,975.83,1205.11
history,2025-08-21,944.63,1167.01
history,2025-08-22,1038.45,1270.8
history,2025-08-23,1044.89,1280.01
history,2025-08-24,1047.55,1281.83
history,2025-08-25,967.55,1189.66
history,2025-08-26,1006.03,1232.91
history,2025-08-27,1025.61,1261.47
history,2025-08-28,1066.71,1315.94
history,2025-08-29,1023.67,1261.91
history,2025-08-30,1016.98,1252.99
history,2025-08-31,1009.6,1242.35
history,2025-09-01,997.0,1229.46
history,2025-09-02,1042.53,1289.94
history,2025-09-03,1051.27,1297.22
history,2025-09-04,1017.72,1258.2
history,2025-09-05,1020.94,1262.03
history,2025-09-06,1008.31,1246.43
history,2025-09-07,1031.84,1276.72
history,2025-09-08,1059.51,1313.38
history,2025-09-09,1068.68,1324.87
history,2025-09-10,1097.15,1362.44
history,2025-09-11,1119.3,1388.47
history,2025-09-12,1172.78,1449.45
history,2025-09-13,1172.15,1450.21
history,2025-09-14,1162.63,1439.49
history,2025-09-15,1139.7,1412.64
history,2025-09-16,1150.65,1428.85
history,2025-09-17,1178.64,1461.81
history,2025-09-18,1189.19,1476.19
history,2025-09-19,1152.64,1431.72
history,2025-09-20,1156.5,1436.36
history,2025-09-21,1144.73,1421.82
history,2025-09-22,1079.01,1343.14
history,2025-09-23,1053.87,1311.14
history,2025-09-24,1049.62,1307.08
history,2025-09-25,968.43,1208.2
history,2025-09-26,1017.72,1266.91
history,2025-09-27,1011.28,1259.11
history,2025-09-28,1043.47,1298.55
history,2025-09-29,1057.87,1316.37
history,2025-09-30,1040.81,1296.44
history,2025-10-01,1098.9,1368.35
history,2025-10-02,1150.78,1432.62
history,2025-10-03,1148.52,1429.95
history,2025-10-04,1131.43,1408.73
history,2025-10-05,1136.34,1415.04
history,2025-10-06,1156.68,1436.29
history,2025-10-07,1103.31,1372.69
history,2025-10-08,1138.03,1416.67
history,2025-10-09,1103.24,1375.77
history,2025-10-10,963.66,1206.2
history,2025-10-11,920.84,1151.84
history,2025-10-12,1006.04,1251.34
history,2025-10-13,1044.75,1298.94
history,2025-10-14,1017.38,1265.91
history,2025-10-15,980.69,1221.24
history,2025-10-16,941.74,1171.79
history,2025-10-17,927.71,1154.4
history,2025-10-18,949.56,1181.36
history,2025-10-19,955.58,1186.96
history,2025-10-20,965.85,1201.99
history,2025-10-21,945.09,1177.03
history,2025-10-22,923.18,1150.34
history,2025-10-23,966.82,1207.35
history,2025-10-24,978.18,1220.09
history,2025-10-25,981.53,1224.24
history,2025-10-26,1012.88,1259.93
history,2025-10-27,1006.82,1253.13
history,2025-10-28,986.31,1230.47
history,2025-10-29,978.19,1220.46
history,2025-10-30,939.26,1171.92
history,2025-10-31,951.58,1187.42
history,2025-11-01,950.58,1185.54
history,2025-11-02,957.59,1193.79
history,2025-11-03,868.24,1085.28
history,2025-11-04,814.01,1021.91
history,2025-11-05,846.23,1060.91
history,2025-11-06,812.85,1019.45
history,2025-11-07,842.6,1055.41
history,2025-11-08,827.4,1036.01
history,2025-11-09,858.56,1071.94
history,2025-11-10,870.45,1088.96
history,2025-11-11,817.45,1023.06
history,2025-11-12,810.35,1012.84
history,2025-11-13,774.18,970.67
history,2025-11-14,738.5,924.64
history,2025-11-15,745.42,932.3
history,2025-11-16,733.04,917.75
history,2025-11-17,705.54,882.74
history,2025-11-18,742.93,928.58
history,2025-11-19,724.0,906.36
history,2025-11-20,698.15,875.77
history,2025-11-21,676.47,848.7
history,2025-11-22,672.47,843.06
history,2025-11-23,688.27,864.12
history,2025-11-24,721.0,902.47
history,2025-11-25,721.02,901.57
history,2025-11-26,743.09,930.31
history,2025-11-27,737.02,923.5
history,2025-11-28,725.24,907.21
history,2025-11-29,719.61,901.29
history,2025-11-30,710.3,888.78
history,2025-12-01,673.91,845.09
history,2025-12-02,729.44,914.27
history,2025-12-03,759.96,948.76
history,2025-12-04,735.95,918.44
history,2025-12-05,708.37,884.3
history,2025-12-06,705.32,879.67
history,2025-12-07,707.33,882.42
history,2025-12-08,713.53,888.37
history,2025-12-09,738.52,915.47
history,2025-12-10,732.51,906.95
history,2025-12-11,730.72,908.2
history,2025-12-12,708.46,882.96
history,2025-12-13,712.51,887.07
history,2025-12-14,694.11,863.46
history,2025-12-15,682.16,849.98
history,2025-12-16,690.01,861.33
history,2025-12-17,662.44,828.86
history,2025-12-18,649.1,811.1
history,2025-12-19,680.7,848.9
history,2025-12-20,679.89,848.05
history,2025-12-21,681.72,849.79
history,2025-12-22,680.94,848.51
history,2025-12-23,671.11,836.39
history,2025-12-24,666.34,830.98
history,2025-12-25,656.03,818.77
history,2025-12-26,664.29,828.78
history,2025-12-27,674.1,841.15
history,2025-12-28,676.03,843.67
history,2025-12-29,667.31,832.27
history,2025-12-30,676.96,844.53
history,2025-12-31,673.5,839.45
history,2026-01-01,684.48,853.52
history,2026-01-02,708.29,881.02
history,2026-01-03,713.54,888.33
history,2026-01-04,717.59,893.7
history,2026-01-05,738.57,919.9
history,2026-01-06,750.58,932.91
history,2026-01-07,726.16,903.85
history,2026-01-08,730.47,911.51
history,2026-01-09,720.38,898.72
history,2026-01-10,720.01,898.16
history,2026-01-11,734.47,916.04
history,2026-01-12,733.29,915.74
history,2026-01-13,768.73,956.88
history,2026-01-14,777.51,968.4
history,2026-01-15,758.94,944.48
history,2026-01-16,766.73,955.39
history,2026-01-17,762.46,949.01
history,2026-01-18,739.61,919.08
history,2026-01-19,719.27,895.14
history,2026-01-20,678.31,847.49
history,2026-01-21,693.92,867.1
history,2026-01-22,689.63,862.65
history,2026-01-23,686.72,858.75
history,2026-01-24,684.78,856.08
history,2026-01-25,648.35,811.4
history,2026-01-26,672.74,840.53
history,2026-01-27,686.81,856.05
history,2026-01-28,680.07,847.91
history,2026-01-29,640.49,799.48
history,2026-01-30,635.59,796.96
history,2026-01-31,577.6,726.34
history,2026-02-01,554.05,700.76
history,2026-02-02,571.7,722.35
history,2026-02-03,539.27,681.89
history,2026-02-04,513.21,648.91
history,2026-02-05,437.37,553.57
history,2026-02-06,490.8,620.67
history,2026-02-07,489.59,617.1
history,2026-02-08,489.52,617.85
history,2026-02-09,488.5,615.87
history,2026-02-10,470.86,594.88
history,2026-02-11,452.83,572.81
history,2026-02-12,448.44,566.25
history,2026-02-13,476.5,601.22
history,2026-02-14,492.18,621.01
history,2026-02-15,479.68,608.3
history,2026-02-16,482.09,610.33
history,2026-02-17,475.12,600.39
history,2026-02-18,459.79,580.95
history,2026-02-19,463.46,586.36
history,2026-02-20,473.62,599.68
history,2026-02-21,475.67,602.18
history,2026-02-22,466.46,590.47
history,2026-02-23,440.7,558.2
history,2026-02-24,443.84,561.96
history,2026-02-25,486.86,613.8
history,2026-02-26,478.37,603.34
history,2026-02-27,459.34,580.77
history,2026-02-28,470.59,595.07
history,2026-03-01,464.71,587.36
history,2026-03-02,483.46,611.0
history,2026-03-03,482.55,611.03
history,2026-03-04,508.13,642.66
history,2026-03-05,495.7,626.97
history,2026-03-06,474.31,600.33
history,2026-03-07,467.31,590.85
history,2026-03-08,458.59,579.65
history,2026-03-09,476.09,602.34
history,2026-03-10,483.38,611.45
history,2026-03-11,486.77,615.56
history,2026-03-12,488.96,617.86
history,2026-03-13,494.74,625.07
history,2026-03-14,495.08,625.55
history,2026-03-15,514.44,649.1
history,2026-03-16,536.67,673.43
history,2026-03-17,528.8,663.63
history,2026-03-18,504.77,634.33
history,2026-03-19,496.42,624.8
history,2026-03-20,501.02,630.95
history,2026-03-21,487.48,614.4
history,2026-03-22,480.62,605.63
history,2026-03-23,507.21,639.12
history,2026-03-24,504.5,635.15
history,2026-03-25,509.39,641.7
history,2026-03-26,483.75,610.22
history,2026-03-27,465.5,586.97
history,2026-03-28,462.15,582.54
history,2026-03-29,459.16,578.72
history,2026-03-30,465.18,585.67
history,2026-03-31,472.74,593.8
history,2026-04-01,466.99,584.96
history,2026-04-02,454.84,571.14
history,2026-04-03,459.56,577.45
history,2026-04-04,462.08,580.59
history,2026-04-05,470.18,590.9
history,2026-04-06,464.22,583.07
history,2026-04-07,492.47,617.47
history,2026-04-08,479.16,601.35
history,2026-04-09,482.81,606.66
history,2026-04-10,491.9,617.44
history,2026-04-11,493.57,618.22
history,2026-04-12,474.98,595.53
history,2026-04-13,504.51,630.52
history,2026-04-14,492.97,616.94
history,2026-04-15,499.04,624.05
history,2026-04-16,513.05,642.96
history,2026-04-17,518.61,649.16
history,2026-04-18,504.94,632.76
history,2026-04-19,490.05,614.99
history,2026-04-20,501.34,629.48
history,2026-04-21,504.98,634.14
history,2026-04-22,512.98,644.29
history,2026-04-23,509.29,641.15
history,2026-04-24,507.52,638.77
history,2026-04-25,507.66,638.96
history,2026-04-26,513.9,646.08
history,2026-04-27,502.27,632.32
history,2026-04-28,497.26,625.47
history,2026-04-29,491.73,619.11
history,2026-04-30,492.85,620.9
history,2026-05-01,500.03,630.32
history,2026-05-02,503.42,634.35
history,2026-05-03,502.07,632.31
history,2026-05-04,505.98,637.52
history,2026-05-05,516.04,650.97
history,2026-05-06,526.19,664.97
history,2026-05-07,519.22,656.92
history,2026-05-08,531.85,672.95
history,2026-05-09,537.35,679.78
history,2026-05-10,552.44,699.08
history,2026-05-11,553.88,701.7
history,2026-05-12,539.33,684.1
history,2026-05-13,525.77,666.09
history,2026-05-14,533.53,676.76
history,2026-05-15,518.1,657.17
history,2026-05-16,506.12,642.4
history,2026-05-17,498.72,634.08
history,2026-05-18,498.2,633.0
history,2026-05-19,493.65,627.57
history,2026-05-20,501.66,637.96
history,2026-05-21,505.66,643.08
history,2026-05-22,490.18,623.71
history,2026-05-23,498.5,633.62
history,2026-05-24,497.25,632.89
history,2026-05-25,497.42,632.86
history,2026-05-26,488.63,621.72
history,2026-05-27,480.24,611.38
history,2026-05-28,476.93,606.96
history,2026-05-29,476.55,606.17
history,2026-05-30,479.58,610.15
history,2026-05-31,477.98,608.47
history,2026-06-01,469.37,595.51
history,2026-06-02,432.89,549.59
history,2026-06-03,417.77,529.43
history,2026-06-04,406.51,516.11
history,2026-06-05,378.03,483.55
history,2026-06-06,373.25,477.71
history,2026-06-07,395.03,503.72
history,2026-06-08,396.46,505.32
history,2026-06-09,385.98,492.42
history,2026-06-10,379.09,483.92
history,2026-06-11,396.99,507.04
history,2026-06-12,396.52,506.66
history,2026-06-13,405.79,518.89
history,2026-06-14,417.26,533.25
history,2026-06-15,429.77,547.47
history,2026-06-16,426.37,542.66
history,2026-06-17,417.87,532.19
history,2026-06-18,406.06,516.98
history,2026-06-19,407.71,519.58
history,2026-06-20,421.42,536.98
history,2026-06-21,415.93,530.29
history,2026-06-22,416.27,530.5
history,2026-06-23,404.43,516.28
history,2026-06-24,394.27,503.36
history,2026-06-25,388.82,497.25
history,2026-06-26,403.97,516.79
history,2026-06-27,398.92,510.34
history,2026-06-28,401.08,512.87
history,2026-06-29,415.54,530.75
history,2026-06-30,406.49,519.18
history,2026-07-01,423.37,540.9
history,2026-07-02,439.71,560.13
history,2026-07-03,448.91,570.85
history,2026-07-04,448.52,569.96
history,2026-07-05,448.8,570.53
history,2026-07-06,451.74,574.2
history,2026-07-07,445.31,566.31
history,2026-07-08,432.95,550.32
history,2026-07-09,435.74,554.63
history,2026-07-10,439.1,557.9
history,2026-07-11,434.09,551.38
history,2026-07-12,434.66,551.45
history,2026-07-13,424.0,537.53
history,2026-07-14,442.35,559.39
history,2026-07-15,440.96,556.4
history,2026-07-16,430.97,544.59
history,2026-07-17,429.7,543.83
history,2026-07-18,433.57,548.84
history,2026-07-19,436.62,552.37
history,2026-07-20,443.4,560.45
history,2026-07-21,447.69,566.17
history,2026-07-22,446.35,563.91
history,2026-07-23,435.83,551.42
history,2026-07-24,426.85,539.58
history,2026-07-25,429.48,542.69
history,2026-07-26,441.02,555.65
history,2026-07-27,427.82,539.45
history,2026-07-28,427.45,538.02
history,2026-07-29,426.87,537.7
history,2026-07-30,431.66,544.27
history,2026-07-31,420.64,530.46
history,2026-08-01,416.99,526.27
history,2026-08-02,424.8,535.61
history,2026-08-03,424.17,535.64
history,2026-08-04,426.45,538.73
history,2026-08-05,429.41,541.63
history,2026-08-06,423.99,534.46
history,2026-08-07,429.1,541.21
history,2026-08-08,436.99,551.43
history,2026-08-09,437.48,552.27
history,2026-08-10,433.68,547.93
history,2026-08-11,434.08,547.8
history,2026-08-12,431.45,544.37
frontier,0.6154,0.6697,1.0882
frontier,0.6204,0.7134,1.1499
frontier,0.63,0.7571,1.2019
frontier,0.6439,0.8009,1.2437
frontier,0.662,0.8446,1.2758
frontier,0.6838,0.8883,1.299
frontier,0.7091,0.932,1.3144
frontier,0.7375,0.9758,1.3231
frontier,0.7686,1.0195,1.3265
frontier,0.8021,1.0632,1.3256
frontier,0.8377,1.1069,1.3214
frontier,0.8752,1.1507,1.3147
frontier,0.9144,1.1944,1.3062
frontier,0.955,1.2381,1.2965
frontier,0.9968,1.2818,1.2859
frontier,1.0398,1.3256,1.2748
frontier,1.0837,1.3693,1.2635
frontier,1.1285,1.413,1.2521
frontier,1.1741,1.4567,1.2407
metrics,mvo_sharpe,1.3266,
metrics,mvo_return,1.0306,
metrics,mvo_vol,0.7769,
metrics,minvol_sharpe,1.0882,
metrics,minvol_return,0.6697,
metrics,minvol_vol,0.6154,
metrics,train_start,0.0,2020-09-09
metrics,train_end,0.0,2024-12-31
